datetime,nat_demand
20-01-2020 23:00,1383.9103
21-01-2020 00:00,1329.7901
21-01-2020 01:00,1284.0224
21-01-2020 02:00,1246.672
21-01-2020 03:00,1220.4293
21-01-2020 04:00,1203.5383
21-01-2020 05:00,1216.7519
21-01-2020 06:00,1190.3173
21-01-2020 07:00,1252.613
21-01-2020 08:00,1451.2179
21-01-2020 09:00,1594.5218
21-01-2020 10:00,1621.2128
21-01-2020 11:00,1638.906
21-01-2020 12:00,1640.3159
21-01-2020 13:00,1686.6968
21-01-2020 14:00,1699.1359
21-01-2020 15:00,1661.8572
21-01-2020 16:00,1583.8843
21-01-2020 17:00,1466.9642
21-01-2020 18:00,1470.2215
21-01-2020 19:00,1500.2004
21-01-2020 20:00,1480.9758
21-01-2020 21:00,1449.7907
21-01-2020 22:00,1383.3527
21-01-2020 23:00,1349.6861
22-01-2020 00:00,1279.6957
22-01-2020 01:00,1242.6811
22-01-2020 02:00,1216.9789
22-01-2020 03:00,1137.7279
22-01-2020 04:00,1151.5303
22-01-2020 05:00,1173.0809
22-01-2020 06:00,1227.4712
22-01-2020 07:00,1306.9454
22-01-2020 08:00,1413.654
22-01-2020 09:00,1481.8853
22-01-2020 10:00,1568.4377
22-01-2020 11:00,1598.3417
22-01-2020 12:00,1597.8563
22-01-2020 13:00,1613.7784
22-01-2020 14:00,1626.737
22-01-2020 15:00,1524.1704
22-01-2020 16:00,1435.0898
22-01-2020 17:00,1369.7031
22-01-2020 18:00,1372.9413
22-01-2020 19:00,1404.1566
22-01-2020 20:00,1367.2709
22-01-2020 21:00,1344.0522
22-01-2020 22:00,1286.6514
22-01-2020 23:00,1200.3971
23-01-2020 00:00,1173.2992
23-01-2020 01:00,1184.2989
23-01-2020 02:00,1147.8177
23-01-2020 03:00,1108.1406
23-01-2020 04:00,1116.5119
23-01-2020 05:00,1170.3459
23-01-2020 06:00,1190.9625
23-01-2020 07:00,1264.6907
23-01-2020 08:00,1434.0528
23-01-2020 09:00,1516.7295
23-01-2020 10:00,1580.2888
23-01-2020 11:00,1599.4601
23-01-2020 12:00,1570.8429
23-01-2020 13:00,1579.6118
23-01-2020 14:00,1583.0315
23-01-2020 15:00,1455.5652
23-01-2020 16:00,1351.0059
23-01-2020 17:00,1354.8483
23-01-2020 18:00,1403.8149
23-01-2020 19:00,1449.326
23-01-2020 20:00,1418.5871
23-01-2020 21:00,1385.6639
23-01-2020 22:00,1324.9359
23-01-2020 23:00,1209.7276
24-01-2020 00:00,1214.2324
24-01-2020 01:00,1168.0884
24-01-2020 02:00,1140.4629
24-01-2020 03:00,1116.1608
24-01-2020 04:00,1118.0905
24-01-2020 05:00,1131.0183
24-01-2020 06:00,1175.1032
24-01-2020 07:00,1254.8856
24-01-2020 08:00,1426.4404
24-01-2020 09:00,1513.0098
24-01-2020 10:00,1562.0065
24-01-2020 11:00,1590.7716
24-01-2020 12:00,1537.6632
24-01-2020 13:00,1558.1645
24-01-2020 14:00,1637.5444
24-01-2020 15:00,1590.6176
24-01-2020 16:00,1537.4949
24-01-2020 17:00,1380.0435
24-01-2020 18:00,1388.2939
24-01-2020 19:00,1439.6137
24-01-2020 20:00,1412.0754
24-01-2020 21:00,1397.7116
24-01-2020 22:00,1364.8882
24-01-2020 23:00,1295.0113
25-01-2020 00:00,1241.312
25-01-2020 01:00,1148.137
25-01-2020 02:00,1117.6677
25-01-2020 03:00,1094.3425
25-01-2020 04:00,1082.9623
25-01-2020 05:00,1065.2672
25-01-2020 06:00,1083.821
25-01-2020 07:00,1183.7157
25-01-2020 08:00,1290.2451
25-01-2020 09:00,1368.1164
25-01-2020 10:00,1465.9394
25-01-2020 11:00,1483.126
25-01-2020 12:00,1394.2637
25-01-2020 13:00,1346.1755
25-01-2020 14:00,1304.6959
25-01-2020 15:00,1279.8749
25-01-2020 16:00,1347.5956
25-01-2020 17:00,1345.9392
25-01-2020 18:00,1356.5419
25-01-2020 19:00,1403.2392
25-01-2020 20:00,1365.3359
25-01-2020 21:00,1325.6264
25-01-2020 22:00,1265.3892
25-01-2020 23:00,1223.7536
26-01-2020 00:00,1176.4033
26-01-2020 01:00,1129.6035
26-01-2020 02:00,1102.8886
26-01-2020 03:00,1078.1751
26-01-2020 04:00,1058.9126
26-01-2020 05:00,1070.5332
26-01-2020 06:00,1057.5085
26-01-2020 07:00,987.8207
26-01-2020 08:00,975.9383
26-01-2020 09:00,1016.5135
26-01-2020 10:00,1084.3228
26-01-2020 11:00,1254.7263
26-01-2020 12:00,1275.5838
26-01-2020 13:00,1286.2857
26-01-2020 14:00,1242.6019
26-01-2020 15:00,1191.3228
26-01-2020 16:00,1163.2973
26-01-2020 17:00,1134.511
26-01-2020 18:00,1173.5241
26-01-2020 19:00,1229.2865
26-01-2020 20:00,1254.3629
26-01-2020 21:00,1209.8023
26-01-2020 22:00,1138.4192
26-01-2020 23:00,1103.7199
27-01-2020 00:00,1069.7846
27-01-2020 01:00,1015.1037
27-01-2020 02:00,993.3495
27-01-2020 03:00,959.2778
27-01-2020 04:00,963.863
27-01-2020 05:00,969.7378
27-01-2020 06:00,1019.8549
27-01-2020 07:00,1119.6751
27-01-2020 08:00,1287.7123
27-01-2020 09:00,1407.6856
27-01-2020 10:00,1447.1605
27-01-2020 11:00,1510.0024
27-01-2020 12:00,1486.2487
27-01-2020 13:00,1501.7652
27-01-2020 14:00,1494.4585
27-01-2020 15:00,1465.1472
27-01-2020 16:00,1404.996
27-01-2020 17:00,1297.4436
27-01-2020 18:00,1314.5047
27-01-2020 19:00,1349.8741
27-01-2020 20:00,1282.6779
27-01-2020 21:00,1249.0524
27-01-2020 22:00,1211.4175
27-01-2020 23:00,1153.7963
28-01-2020 00:00,1066.2002
28-01-2020 01:00,1018.2677
28-01-2020 02:00,1000.7761
28-01-2020 03:00,979.772
28-01-2020 04:00,986.9085
28-01-2020 05:00,999.0189
28-01-2020 06:00,1015.5231
28-01-2020 07:00,1114.2542
28-01-2020 08:00,1271.1063
28-01-2020 09:00,1373.8753
28-01-2020 10:00,1437.3484
28-01-2020 11:00,1484.0925
28-01-2020 12:00,1493.1773
28-01-2020 13:00,1543.3449
28-01-2020 14:00,1535.5058
28-01-2020 15:00,1511.627
28-01-2020 16:00,1423.3222
28-01-2020 17:00,1322.8391
28-01-2020 18:00,1336.2392
28-01-2020 19:00,1382.8869
28-01-2020 20:00,1340.0135
28-01-2020 21:00,1294.2311
28-01-2020 22:00,1241.4446
28-01-2020 23:00,1166.8151
29-01-2020 00:00,1081.2642
29-01-2020 01:00,1022.7248
29-01-2020 02:00,995.5095
29-01-2020 03:00,972.7319
29-01-2020 04:00,973.2948
29-01-2020 05:00,1008.0047
29-01-2020 06:00,1031.8907
29-01-2020 07:00,1116.305
29-01-2020 08:00,1295.5059
29-01-2020 09:00,1389.2522
29-01-2020 10:00,1466.0188
29-01-2020 11:00,1495.9433
29-01-2020 12:00,1489.3484
29-01-2020 13:00,1526.6092
29-01-2020 14:00,1545.3077
29-01-2020 15:00,1535.466
29-01-2020 16:00,1455.4409
29-01-2020 17:00,1335.1943
29-01-2020 18:00,1320.2333
29-01-2020 19:00,1353.9012
29-01-2020 20:00,1302.7987
29-01-2020 21:00,1276.2871
29-01-2020 22:00,1188.2707
29-01-2020 23:00,1123.2385
30-01-2020 00:00,1089.4097
30-01-2020 01:00,1027.9816
30-01-2020 02:00,999.2789
30-01-2020 03:00,988.2487
30-01-2020 04:00,975.7573
30-01-2020 05:00,979.7745
30-01-2020 06:00,1014.5294
30-01-2020 07:00,1107.3036
30-01-2020 08:00,1260.5969
30-01-2020 09:00,1367.7751
30-01-2020 10:00,1460.4033
30-01-2020 11:00,1514.2117
30-01-2020 12:00,1514.5584
30-01-2020 13:00,1553.1363
30-01-2020 14:00,1584.1562
30-01-2020 15:00,1540.8524
30-01-2020 16:00,1459.5985
30-01-2020 17:00,1327.1759
30-01-2020 18:00,1330.1841
30-01-2020 19:00,1366.5459
30-01-2020 20:00,1315.6483
30-01-2020 21:00,1269.448
30-01-2020 22:00,1221.9461
30-01-2020 23:00,1164.8365
31-01-2020 00:00,1088.6623
31-01-2020 01:00,1070.4036
31-01-2020 02:00,1033.1755
31-01-2020 03:00,1019.9394
31-01-2020 04:00,998.186
31-01-2020 05:00,1032.8507
31-01-2020 06:00,1048.9941
31-01-2020 07:00,1147.3125
31-01-2020 08:00,1282.4355
31-01-2020 09:00,1390.2512
31-01-2020 10:00,1469.2199
31-01-2020 11:00,1495.1555
31-01-2020 12:00,1489.2597
31-01-2020 13:00,1529.0112
31-01-2020 14:00,1545.1395
31-01-2020 15:00,1528.1555
31-01-2020 16:00,1424.2791
31-01-2020 17:00,1312.9865
31-01-2020 18:00,1342.0698
31-01-2020 19:00,1376.9838
31-01-2020 20:00,1348.6508
31-01-2020 21:00,1307.8774
31-01-2020 22:00,1250.3269
31-01-2020 23:00,1196.8205
